4001	114.0	103.0	F	F
3568	115.0	881.0	F	F
4161	115.0	85.0	F	F
3550	116.0	106.0	F	F
3993	116.0	120.0	F	F
3997	116.0	120.0	F	F
4045	116.0	36.0	H	H
4285	116.0	134.0	F	F
3244	117.0	209.0	FJK	FJK
3217	119.0	267.0	FJK	FJK
3696	119.0	3350.0	F	F
3555	120.0	96.0	FJ	FJ
3967	120.0	108.0	FJK	FJK
3544	121.0	80.0	F	F
3791	122.0	140.0	BCELR	BCELR
3806	122.0	140.0	BCELR	BCELR
3970	123.0	169.0	FJK	FJK
3337	126.0	132.0	FJK	FJK
4115	129.0	131.0	F	F
4286	129.0	127.0	F	F
4563	129.0	81.0	F	F
3980	130.0	111.0	F	F
4017	130.0	69.0	F	F
3323	132.0	96.0	FJK	FJK
3815	132.0	75.0	FJK	FJK
3974	133.0	576.0	FJK	FJK
3578	134.0	14.0	FJK	FJK
3134	135.0	117.0	FJ	FJ
3442	135.0	577.0	FJK	FJK
3905	135.0	126.0	FJ	FJ
3025	136.0	28.0	FJK	FJK
3256	136.0	110.0	FJK	FJK
3542	136.0	70.0	CE	CE
4065	136.0	38.0	F	F
4523	139.0	83.0	FJK	FJK
4377	140.0	151.0	F	F
4051	143.0	87.0	H	H
3103	144.0	120.0	FJK	FJK
3563	144.0	110.0	FJK	FJK
3849	144.0	49.0	FJK	FJK
4457	144.0	80.0	FJK	FJK
4461	144.0	78.0	FJK	FJK
3979	146.0	115.0	F	F
4251	146.0	113.0	F	F
4056	150.0	75.0	F	F
3984	151.0	147.0	F	F
3356	152.0	203.0	N	N
3944	154.0	140.0	FJK	FJK
3991	154.0	150.0	F	F
4287	155.0	79.0	F	F
3373	156.0	156.0	FJ	FJ
4288	156.0	103.0	F	F
4044	157.0	106.0	F	F
4309	157.0	678.0	BCELR	BCELR
3602	159.0	195.0	F	F
3605	160.0	160.0	F	F
3714	160.0	114.0	FJK	FJK
3159	161.0	91.0	FJK	FJK
3448	162.0	427.0	FJK	FJK
3721	165.0	120.0	F	F
4306	166.0	110.0	FJK	FJK
3853	168.0	90.0	FJK	FJK
3720	171.0	55.0	F	F
4050	173.0	27.0	F	F
3769	175.0	238.0	FJK	FJK
4198	177.0	177.0	F	F
3153	179.0	107.0	F	F
3361	179.0	43.0	FJK	FJK
3707	179.0	76.0	F	F
3822	181.0	109.0	FJK	FJK
4335	181.0	263.0	FJ	FJ
4531	181.0	66.0	CELR	CELR
3218	182.0	341.0	FJK	FJK
3228	182.0	157.0	FJK	FJK
3832	182.0	182.0	FJK	FJK
3163	186.0	81.0	FJK	FJK
4403	188.0	123.0	FJ	FJ
3734	189.0	155.0	F	F
3470	190.0	106.0	FJK	FJK
3540	193.0	109.0	FJK	FJK
3635	193.0	26.0	FJK	FJK
3056	195.0	130.0	FJK	FJK
4330	195.0	150.0	FJK	FJK
3877	196.0	204.0	FJK	FJK
4126	197.0	62.0	F	F
4277	199.0	154.0	F	F
4061	200.0	198.0	F	F
3172	202.0	152.0	FJK	FJK
4272	206.0	22.0	F	F
4047	207.0	88.0	F	F
3381	208.0	145.0	FJK	FJK
3410	209.0	276.0	FJK	FJK
3225	210.0	210.0	FJK	FJK
3992	214.0	216.0	F	F
3900	216.0	180.0	FJK	FJK
3507	217.0	13.0	F	F
4402	220.0	204.0	FJK	FJK
4504	220.0	110.0	FJK	FJK
3907	224.0	136.0	F	F
4429	224.0	136.0	FJK	FJK
3716	227.0	259.0	F	F
3559	228.0	124.0	F	F
3879	228.0	198.0	F	F
3999	232.0	240.0	F	F
4301	234.0	162.0	FJK	FJK
3546	239.0	702.0	FJK	FJK
4289	242.0	101.0	F	F
3781	246.0	83.0	F	F
4471	248.0	93.0	F	F
3183	250.0	250.0	FJK	FJK
3647	250.0	378.0	FJK	FJK
3985	251.0	473.0	F	F
3150	252.0	236.0	FJK	FJK
3279	252.0	161.0	FJK	FJK
3553	252.0	913.0	H	H
4175	257.0	143.0	F	F
4360	257.0	176.0	FJK	FJK
3222	258.0	998.0	FJK	FJK
4544	261.0	83.0	FJK	FJK
4507	266.0	117.0	F	F
3971	268.0	668.0	FJK	FJK
4171	268.0	252.0	F	F
3141	270.0	78.0	FJK	FJK
3556	276.0	132.0	FJK	FJK
3430	278.0	4249.0	FJK	FJK
3461	280.0	212.0	FJK	FJK
3653	280.0	112.0	F	F
3736	280.0	280.0	U	U
